//大二下::循环系统::英文
问答题：
"Anaphylactic shock","音标：/anaphylactic/ /ʃɑk/<br>释义：过敏性休克<br>词组：""Anaphylactic""（由 ana- “再次、反向” + phylaxis “保护” 演变而来，表示“过敏反应相关的”。）<br>词组：""shock""（休克，原义为突然打击；医学上指循环衰竭状态。）<br>构词：整体对应“过敏性休克”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::anaphylactic-shock 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Angina pectoris","音标：/ænˈʤaɪnə/ /ˈpɛktərɪs/<br>释义：心绞痛<br>词组：""Angina""（源自拉丁语 angere，原义为 to choke / strangle，表示“绞痛、憋闷感”。）<br>词组：""pectoris""（源自拉丁语 pectus “胸”，是其属格形式，表示“胸部的”。）<br>构词：整体对应“心绞痛”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::angina-pectoris 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Angioedema","音标：/angioedema/<br>释义：血管神经性水肿<br>词组：""Angioedema""（angio-：血管，源自希腊语 angeion。）<br>构词：整体对应“血管神经性水肿”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::angioedema 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Angiotensin converting enzyme inhibitors","音标：/ˌænˌʤioʊˈtɛnsɪn/ /kənˈvərtɪŋ/ /ˈɛnˌzaɪm/ /ˌɪnˈhɪbətərz/<br>释义：血管紧张素转化酶抑制药(ACEI)<br>词组：""Angiotensin""（angio-：血管，源自希腊语 angeion。）<br>词组：""converting""（转换的，来自 convert。）<br>词组：""enzyme""（酶，来自 en- “在内” + zyme “发酵”。）<br>词组：""inhibitors""（由 inhibit “抑制” + -or “执行者” + -s 复数构成，表示“抑制剂”。）<br>构词：整体对应“血管紧张素转化酶抑制药(ACEI)”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::angiotensin-converting-enzyme-inhibitors 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Angiotensin receptor blockers","音标：/ˌænˌʤioʊˈtɛnsɪn/ /riˈsɛptər/ /ˈblɑkərz/<br>释义：血管紧张素II受体阻断药(ARB)<br>词组：""Angiotensin""（angio-：血管，源自希腊语 angeion。）<br>词组：""receptor""（由 recept “接收” + -or 构成，表示“受体”。）<br>词组：""blockers""（阻滞剂，由 block + -er 构成。）<br>构词：整体对应“血管紧张素II受体阻断药(ARB)”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::angiotensin-receptor-blockers 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Antishock drugs","音标：/antishock/ /drəgz/<br>释义：抗休克药<br>词组：""Antishock""（an-：无、缺乏。）<br>词组：""drugs""（药物。）<br>构词：整体对应“抗休克药”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::antishock-drugs 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Arrhythmia","音标：/ərˈɪðmiə/<br>释义：心律失常<br>词组：""Arrhythmia""（由 a- “无” + rhythm “节律” + -ia “状态” 构成，表示“心律失常”。）<br>构词：整体对应“心律失常”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::arrhythmia 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Atherosclerosis","音标：/ˌæθəroʊsklərˈoʊsɪs/<br>释义：动脉粥样硬化<br>词组：""Atherosclerosis""（由 athero- “粥样、糊状” + sclerosis “硬化” 构成，表示“动脉粥样硬化”。）<br>构词：整体对应“动脉粥样硬化”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::atherosclerosis 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Atrial fibrillation","音标：/atrial/ /ˌfɪbrɪˈleɪʃən/<br>释义：心房颤动<br>词组：""Atrial""（由 atri- “心房” + -al 构成，表示“心房的”。）<br>词组：""fibrillation""（由 fibrill “细纤维样颤动” + -ation 构成，表示“颤动”。）<br>构词：整体对应“心房颤动”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::atrial-fibrillation 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Atrial flutter","音标：/atrial/ /ˈflətər/<br>释义：心房扑动<br>词组：""Atrial""（由 atri- “心房” + -al 构成，表示“心房的”。）<br>词组：""flutter""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“心房扑动”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::atrial-flutter 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Atropine","音标：/atropine/<br>释义：阿托品<br>词组：""Atropine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“阿托品”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::atropine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Bile acid binding resins","音标：/baɪl/ /ˈæsəd/ /ˈbaɪndɪŋ/ /ˈrɛzɪnz/<br>释义：胆汁酸结合树脂<br>词组：""Bile""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""acid""（酸。）<br>词组：""binding""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""resins""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“胆汁酸结合树脂”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::bile-acid-binding-resins 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Calcium channel blockers","音标：/ˈkælsiəm/ /ˈʧænəl/ /ˈblɑkərz/<br>释义：钙通道阻滞药<br>词组：""Calcium""（钙，来自拉丁语 calx / calcis。）<br>词组：""channel""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""blockers""（阻滞剂，由 block + -er 构成。）<br>构词：整体对应“钙通道阻滞药”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::calcium-channel-blockers 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Candesartan","音标：/candesartan/<br>释义：坎地沙坦<br>词组：""Candesartan""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“坎地沙坦”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::candesartan 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Captopril","音标：/captopril/<br>释义：卡托普利<br>词组：""Captopril""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“卡托普利”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::captopril 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Cardiac arrest","音标：/ˈkɑrdiˌæk/ /ərˈɛst/<br>释义：心脏骤停<br>词组：""Cardiac""（由 cardi- “心” + -ac/-ic 构成，表示“心脏的”。）<br>词组：""arrest""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“心脏骤停”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::cardiac-arrest 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Cardiac glycosides","音标：/ˈkɑrdiˌæk/ /glycosides/<br>释义：强心苷类<br>词组：""Cardiac""（由 cardi- “心” + -ac/-ic 构成，表示“心脏的”。）<br>词组：""glycosides""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“强心苷类”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::cardiac-glycosides 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Cardiac hypertrophy & vascular remodeling","音标：/ˈkɑrdiˌæk/ /ˈhaɪpərˌtroʊfi/ /ənd/ /ˈvæskjələr/ /rɪˈmɑdəlɪŋ/<br>释义：心肌肥大及血管重构<br>词组：""Cardiac""（由 cardi- “心” + -ac/-ic 构成，表示“心脏的”。）<br>词组：""hypertrophy""（hyper-：过度，源自希腊语 hyper “over”。）<br>词组：""vascular""（由 vascul- “血管、小管” + -ar 构成，表示“血管的”。）<br>词组：""remodeling""（再重构，由 re- “再” + model 构成。）<br>构词：整体对应“心肌肥大及血管重构”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::cardiac-hypertrophy-and-vascular-remodeling 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Carvedilol","音标：/carvedilol/<br>释义：卡维地洛<br>词组：""Carvedilol""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“卡维地洛”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::carvedilol 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Catecholamine","音标：/catecholamine/<br>释义：儿茶酚胺<br>词组：""Catecholamine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“儿茶酚胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::catecholamine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Centrally acting sympatholytic drugs","音标：/ˈsɛntrəli/ /ˈæktɪŋ/ /sympatholytic/ /drəgz/<br>释义：中枢降压药<br>词组：""Centrally""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""acting""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""sympatholytic""（由 sympatho- “交感神经” + -lytic “溶解、抑制” 构成，表示“交感神经抑制的”。）<br>词组：""drugs""（药物。）<br>构词：整体对应“中枢降压药”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::centrally-acting-sympatholytic-drugs 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Cholesterol","音标：/kəˈlɛstərˌɔl/<br>释义：胆固醇<br>词组：""Cholesterol""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“胆固醇”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::cholesterol 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Cinchonism","音标：/cinchonism/<br>释义：金鸡纳反应<br>词组：""Cinchonism""（-ism：状态、学说。）<br>构词：整体对应“金鸡纳反应”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::cinchonism 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Clonidine","音标：/ˈklɑnɪˌdin/<br>释义：可乐定<br>词组：""Clonidine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“可乐定”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::clonidine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Colestipol","音标：/ˈkoʊlˌstɪˌpɑl/<br>释义：考来替泊<br>词组：""Colestipol""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“考来替泊”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::colestipol 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Colestyramine","音标：/colestyramine/<br>释义：考来烯胺<br>词组：""Colestyramine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“考来烯胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::colestyramine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Delayed afterdepolarization, DAD","音标：/dɪˈleɪd/ /afterdepolarization/ /diː/ /eɪ/ /diː/<br>释义：迟后除极<br>词组：""Delayed""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""afterdepolarization""（由 after- “之后” + de- “去除” + polar “极性” + -ization 构成，表示“后去极化”。）<br>缩写：""DAD""（Delayed afterdepolarization 的缩写形式。）<br>构词：整体对应“迟后除极”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::delayed-afterdepolarization 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Digoxin","音标：/digoxin/<br>释义：地高辛<br>词组：""Digoxin""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“地高辛”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::digoxin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Diuretics","音标：/ˌdaɪuˈrɛtɪks/<br>释义：利尿药<br>词组：""Diuretics""（由 di- “分开、通过” + ur- “尿” + -etic/-tic 构成，表示“利尿药”。）<br>构词：整体对应“利尿药”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::diuretics 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Dobutamine","音标：/dobutamine/<br>释义：多巴酚丁胺<br>词组：""Dobutamine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“多巴酚丁胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::dobutamine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Dofetilide","音标：/dofetilide/<br>释义：多非利特<br>词组：""Dofetilide""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“多非利特”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::dofetilide 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Dopamine","音标：/ˈdɑpəˌmaɪn/<br>释义：多巴胺<br>词组：""Dopamine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“多巴胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::dopamine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Dronedarone","音标：/dronedarone/<br>释义：决奈达隆<br>词组：""Dronedarone""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“决奈达隆”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::dronedarone 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Early afterdepolarization, EAD","音标：/ˈərli/ /afterdepolarization/ /iː/ /eɪ/ /diː/<br>释义：早后除极<br>词组：""Early""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""afterdepolarization""（由 after- “之后” + de- “去除” + polar “极性” + -ization 构成，表示“后去极化”。）<br>缩写：""EAD""（Early afterdepolarization 的缩写形式。）<br>构词：整体对应“早后除极”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::early-afterdepolarization 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Enalapril","音标：/enalapril/<br>释义：依那普利<br>词组：""Enalapril""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“依那普利”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::enalapril 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Ephedrine","音标：/ɪˈfɛdrɪn/<br>释义：麻黄碱<br>词组：""Ephedrine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“麻黄碱”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::ephedrine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Ezetimibe","音标：/ezetimibe/<br>释义：依折麦布<br>词组：""Ezetimibe""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“依折麦布”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::ezetimibe 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Fenofibrate","音标：/fenofibrate/<br>释义：非诺贝特<br>词组：""Fenofibrate""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“非诺贝特”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::fenofibrate 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"First-dose phenomenon","音标：/first-dose/ /fəˈnɑməˌnɑn/<br>释义：首剂效应<br>词组：""First-dose""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""phenomenon""（现象，源自希腊语 phainomenon “显现之物”。）<br>构词：整体对应“首剂效应”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::first-dose-phenomenon 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Furosemide","音标：/furosemide/<br>释义：呋塞米<br>词组：""Furosemide""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“呋塞米”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::furosemide 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Ganglion blocking agents","音标：/ganglion/ /ˈblɑkɪŋ/ /ˈeɪʤənts/<br>释义：神经节阻断药<br>词组：""Ganglion""（-ion：状态、过程。）<br>词组：""blocking""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""agents""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“神经节阻断药”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::ganglion-blocking-agents 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Gemfibrozil","音标：/ˌʤɪmˈfeɪbroʊˌzɪl/<br>释义：吉非贝齐<br>词组：""Gemfibrozil""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“吉非贝齐”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::gemfibrozil 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Guanethidine","音标：/guanethidine/<br>释义：胍乙啶<br>词组：""Guanethidine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“胍乙啶”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::guanethidine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Hydralazine","音标：/hydralazine/<br>释义：肼屈嗪<br>词组：""Hydralazine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“肼屈嗪”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::hydralazine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Hyperkalemia","音标：/hyperkalemia/<br>释义：高血钾<br>词组：""Hyperkalemia""（hyper-：过度，源自希腊语 hyper “over”。；-emia：血液状态。）<br>构词：整体对应“高血钾”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::hyperkalemia 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Hyperlipidemia","音标：/hyperlipidemia/<br>释义：高脂血症<br>词组：""Hyperlipidemia""（由 hyper- “过多” + lipid “脂质” + -emia “血液状态” 构成，表示“高脂血症”。）<br>构词：整体对应“高脂血症”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::hyperlipidemia 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Indapamide","音标：/indapamide/<br>释义：吲达帕胺<br>词组：""Indapamide""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“吲达帕胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::indapamide 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Isoprenaline, Isoproterenol","音标：/isoprenaline/ /aɪ/ /ɛs/ /oʊ/ /piː/ /ɑːr/ /oʊ/ /tiː/ /iː/ /ɑːr/ /iː/ /ɛn/ /oʊ/ /ɛl/<br>释义：异丙肾上腺素<br>词组：""Isoprenaline""（本轮先按整词保留；建议后续人工补更细词源。）<br>缩写：""Isoproterenol""（Isoprenaline 的缩写形式。）<br>构词：整体对应“异丙肾上腺素”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::isoprenaline 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Lidocaine","音标：/lidocaine/<br>释义：利多卡因<br>词组：""Lidocaine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“利多卡因”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::lidocaine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Lipoprotein","音标：/ˌlɪpəˈproʊtin/<br>释义：脂蛋白<br>词组：""Lipoprotein""（由 lipo- “脂肪” + protein “蛋白” 构成。）<br>构词：整体对应“脂蛋白”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::lipoprotein 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Loop diuretics","音标：/lup/ /ˌdaɪuˈrɛtɪks/<br>释义：袢利尿药<br>词组：""Loop""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""diuretics""（由 di- “分开、通过” + ur- “尿” + -etic/-tic 构成，表示“利尿药”。）<br>构词：整体对应“袢利尿药”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::loop-diuretics 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Losartan","音标：/losartan/<br>释义：氯沙坦<br>词组：""Losartan""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“氯沙坦”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::losartan 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Lovastatin","音标：/loʊˈvæstətɪn/<br>释义：洛伐他汀<br>词组：""Lovastatin""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“洛伐他汀”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::lovastatin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Melinamide","音标：/melinamide/<br>释义：甲亚油酰胺<br>词组：""Melinamide""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“甲亚油酰胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::melinamide 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Mephentermine","音标：/mephentermine/<br>释义：美芬丁胺<br>词组：""Mephentermine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“美芬丁胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::mephentermine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Metaraminol","音标：/metaraminol/<br>释义：间羟胺<br>词组：""Metaraminol""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“间羟胺”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::metaraminol 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Methoxamine","音标：/methoxamine/<br>释义：甲氧明<br>词组：""Methoxamine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“甲氧明”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::methoxamine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Metoprolol","音标：/metoprolol/<br>释义：美托洛尔<br>词组：""Metoprolol""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“美托洛尔”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::metoprolol 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Mevastatin","音标：/mevastatin/<br>释义：美伐他汀<br>词组：""Mevastatin""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“美伐他汀”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::mevastatin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Minoxidil","音标：/mɪˈnɑksɪdɪl/<br>释义：米诺地尔<br>词组：""Minoxidil""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“米诺地尔”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::minoxidil 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Nicorandil","音标：/nicorandil/<br>释义：尼可地尔<br>词组：""Nicorandil""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“尼可地尔”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::nicorandil 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Nicotinic acid","音标：/nicotinic/ /ˈæsəd/<br>释义：烟酸<br>词组：""Nicotinic""（-ic：……的。）<br>词组：""acid""（酸。）<br>构词：整体对应“烟酸”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::nicotinic-acid 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Nifedipine","音标：/ˌnaɪˈfɛdəpin/<br>释义：硝苯地平<br>词组：""Nifedipine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“硝苯地平”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::nifedipine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Nitrate esters","音标：/ˈnaɪˌtreɪt/ /ˈɛstərz/<br>释义：硝酸酯类<br>词组：""Nitrate""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""esters""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“硝酸酯类”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::nitrate-esters 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Nitroglycerin","音标：/ˌnaɪʧrəˈglɪsərən/<br>释义：硝酸甘油<br>词组：""Nitroglycerin""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“硝酸甘油”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::nitroglycerin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Noradrenaline","音标：/noradrenaline/<br>释义：去甲肾上腺素<br>词组：""Noradrenaline""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“去甲肾上腺素”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::noradrenaline 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Palpitation","音标：/ˌpælpəˈteɪʃən/<br>释义：心悸<br>词组：""Palpitation""（-tion：状态、过程。）<br>构词：整体对应“心悸”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::palpitation 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Phenylephrine","音标：/phenylephrine/<br>释义：去氧肾上腺素<br>词组：""Phenylephrine""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“去氧肾上腺素”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::phenylephrine 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Phenytoin sodium","音标：/phenytoin/ /ˈsoʊdiəm/<br>释义：苯妥英钠<br>词组：""Phenytoin""（本轮先按整词保留；建议后续人工补更细词源。）<br>词组：""sodium""（钠，来自 soda / natrium 的命名体系。）<br>构词：整体对应“苯妥英钠”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::phenytoin-sodium 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Positive inotropic action","音标：/ˈpɑzətɪv/ /inotropic/ /ˈækʃən/<br>释义：正性变力作用<br>词组：""Positive""（-ive：具有……性质的。）<br>词组：""inotropic""（-ic：……的。）<br>词组：""action""（-ion：状态、过程。）<br>构词：整体对应“正性变力作用”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::positive-inotropic-action 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Postural hypotension","音标：/postural/ /ˌhaɪpoʊˈtɛnʃən/<br>释义：体位性低血压<br>词组：""Postural""（-al：……的。）<br>词组：""hypotension""（hypo-：低下、不足，源自希腊语 hypo “under”。；-ion：状态、过程。）<br>构词：整体对应“体位性低血压”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::postural-hypotension 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
"Pravastatin","音标：/pravastatin/<br>释义：普伐他汀<br>词组：""Pravastatin""（本轮先按整词保留；建议后续人工补更细词源。）<br>构词：整体对应“普伐他汀”这一循环系统整合课术语。","大二下::循环系统::英文::药理学::pravastatin 教学大纲::熟悉 资料::词汇表 题型::英文词根-词缀 重点::考点"
